kbjd,flux,ferr
747.704858295, 147110.421875, 10.6618776321
747.725291618, 147150.015625, 10.6615447998
747.745724841, 147145.0, 10.6627616882
747.766158064, 147129.5, 10.6601610184
747.786591288, 147109.484375, 10.6605863571
747.807024512, 147119.265625, 10.6625127792
747.827457836, 147084.171875, 10.6617202759
747.847890961, 147154.234375, 10.6597328186
747.868324186, 147118.296875, 10.6627187729
747.888757512, 147115.71875, 10.6606588364
747.909190637, 147144.125, 10.6632614136
747.929623963, 147136.40625, 10.6627168655
747.95005709, 147121.703125, 10.6626148224
747.970490316, 147152.171875, 10.6633148193
747.990923643, 147079.3125, 10.6638460159
748.01135677, 147079.09375, 10.6625452042
748.031789998, 147110.75, 10.6648178101
748.052223326, 147122.5625, 10.6642017365
748.072656454, 147075.40625, 10.6641950607
748.093089683, 147099.0625, 10.6655511856
748.113523012, 147137.609375, 10.6658649445
748.133956141, 147106.171875, 10.6638689041
748.154389471, 147139.625, 10.6635370255
748.174822701, 147106.578125, 10.6643152237
748.195255831, 147140.015625, 10.6640014648
748.215689162, 147109.734375, 10.6653261185
748.236122392, 147149.671875, 10.6639938354
748.256555624, 147088.953125, 10.6654691696
748.276988855, 147113.265625, 10.6642866135
748.297422087, 147134.515625, 10.6653461456
748.317855419, 147103.65625, 10.6648654938
748.338288552, 147114.625, 10.6651535034
748.358721785, 147126.875, 10.6641569138
748.379155118, 147098.3125, 10.6650285721
748.399588352, 147129.84375, 10.6653013229
748.420021485, 147086.765625, 10.6656579971
748.440454819, 147143.8125, 10.6650152206
748.460888054, 147090.46875, 10.6654005051
748.481321189, 147122.625, 10.6640129089
748.501754524, 147149.34375, 10.6645307541
748.52218776, 147140.671875, 10.6659517288
748.542620995, 147188.828125, 10.6645641327
748.563054231, 147097.109375, 10.6636199951
748.583487368, 147133.984375, 10.6628675461
748.603920705, 147147.828125, 10.6642522812
748.624353942, 147111.265625, 10.6628322601
748.644787079, 147164.34375, 10.6633834839
748.665220417, 147147.90625, 10.6644744873
748.685653655, 147189.859375, 10.6648864746
748.706086794, 147198.84375, 10.6650657654
748.726520133, 147205.328125, 10.6629514694
748.746953372, 147216.984375, 10.663813591
748.767386711, 147200.03125, 10.6638212204
748.787819851, 147150.859375, 10.6630582809
748.808253091, 147164.3125, 10.6660203934
748.828686431, 147121.578125, 10.6646051407
748.849119572, 147154.453125, 10.6645450592
748.869552813, 147100.96875, 10.6641559601
748.889986155, 147183.609375, 10.663643837
748.910419396, 147128.53125, 10.6645689011
748.930852639, 147171.34375, 10.6627197266
748.951285881, 147164.484375, 10.6629247665
748.971719124, 147129.578125, 10.6625537872
748.992152367, 147116.515625, 10.6638441086
749.01258561, 147141.953125, 10.6644067764
749.033018854, 147108.75, 10.663025856
749.053452198, 147121.859375, 10.663690567
749.073885342, 147082.140625, 10.663690567
749.094318587, 147085.234375, 10.663236618
749.114751832, 147131.1875, 10.6626472473
749.135185077, 147122.78125, 10.6650314331
