kbjd, flux, ferr
745.927168862, 1.00012707301, 7.11144361027e-05
745.947601957, 1.00017387314, 7.11141155954e-05
745.968035152, 0.999853908207, 7.11137861105e-05
745.988468347, 0.999463270024, 7.11134340838e-05
746.008901542, 0.999576362798, 7.11130659197e-05
746.029334738, 0.999905921502, 7.11126813665e-05
746.049768034, 0.999872956677, 7.11122735148e-05
746.070201131, 0.999879669275, 7.11118687414e-05
746.090634327, 1.00026314803, 7.11114268533e-05
746.111067625, 0.99981973625, 7.11109742236e-05
746.131500722, 0.999831713085, 7.11105106049e-05
746.15193402, 0.999946712945, 7.1110022427e-05
746.172367218, 1.00002437799, 7.11099420924e-05
746.192800316, 1.00015718272, 7.11098433523e-05
746.213233615, 1.00001730876, 7.11097259493e-05
746.233666814, 0.999611191196, 7.11095896368e-05
746.254099913, 0.0, 0.0
746.274533213, 1.00018934764, 7.11410704821e-05
746.294966413, 1.00061651197, 7.11660777086e-05
746.315399713, 1.00054693476, 7.1165262255e-05
746.335832814, 1.00057528946, 7.11597292749e-05
746.356266015, 1.00009926827, 7.11545458582e-05
746.376699316, 0.999961832551, 7.11497084628e-05
746.397132418, 1.00002409614, 7.1145206969e-05
746.41756562, 0.999904910206, 7.11410244681e-05
746.437998922, 0.999916056735, 7.11371707779e-05
746.458432024, 1.00023725403, 7.11336091719e-05
746.478865227, 0.999763446778, 7.11303494292e-05
746.49929853, 0.999486531091, 7.11273814263e-05
746.519731734, 0.999335004278, 7.11246817637e-05
746.540164938, 0.999275551561, 7.11222403192e-05
746.560598142, 0.999820940482, 7.11200603094e-05
746.581031347, 0.999941566585, 7.11181316443e-05
746.601464551, 0.999777029903, 7.11164309294e-05
746.621897757, 1.00014401988, 7.11149547464e-05
746.642330862, 1.00013734662, 7.11136930337e-05
746.662764168, 1.00007673294, 7.11112313305e-05
746.683197374, 1.00017828093, 7.11089507094e-05
746.70363048, 1.00040683883, 7.11068610704e-05
746.724063787, 1.00030874575, 7.11049523409e-05
746.744496994, 1.00013576129, 7.11032011664e-05
746.764930302, 0.99977848391, 7.11016041445e-05
746.78536341, 1.00019492992, 7.11001578873e-05
